num_epochs,lr_generator,lr_discriminator,schedule,nb_step_discrim,nb_epoch_fade_in_new_layer,EMA_value,device,use_loss,momment_loss,scaling_penalty,betas_generator,betas_discriminator,scaling,batch_size,num_batches_per_epoch,target_len,nb_features,ks_conv,key_features,value_features,ks_value,ks_query,ks_key,num_workers,path_to_pretrain,cardinality,embedding_dim,dataset,which_model,model_id,bucket_name,channel_nb,pos_enc_dimension,self_attention,TrainingJobName,encoder_network_factor,DownloadStatus,TrainingJobStatus,SaveLocation,ID_EXPERIMENT,FID_MEAN,FID_STD,FID_TS_MEAN,FID_TS_STD,nb_run_experiment,UploadS3,UploadS3Location,LARS,context_length,cold_start_value,missing_values_stretch
3500,5e-05,5e-05,"[1000, 2000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,32,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,20_09_2021__15_28_05__339,s3://s3-violation-test-bucket,32,0,False,PSA-GAN-solar-energy-len32-20092021-152805-339,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_06_19___6385901,0.030722543597221375,0.007349777966737747,0.16932685673236847,0.018850889056921,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len32-20092021-152805-339,,0.0,,
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,64,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,20_09_2021__15_28_38__718,s3://s3-violation-test-bucket,32,0,False,PSA-GAN-solar-energy-len64-20092021-152838-718,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_06_38___2904631,0.0073137572035193435,0.0022888821549713607,0.2448328733444214,0.02338424138724804,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len64-20092021-152838-718,,0.0,,
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,128,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,20_09_2021__15_28_58__357,s3://s3-violation-test-bucket,32,0,False,PSA-GAN-solar-energy-len128-20092021-152858-357,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_06_59___9074112,0.026883218437433243,0.002249780809506774,2.595100879669189,0.08473387360572815,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len128-20092021-152858-357,,0.0,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,20_09_2021__15_29_17__640,s3://s3-violation-test-bucket,32,0,False,PSA-GAN-solar-energy-len256-20092021-152917-640,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_07_22___219256,0.016608167439699173,0.003166313283145428,2.6683928966522217,0.09971088916063307,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len256-20092021-152917-640,,0.0,,
2500,5e-05,5e-05,[1000],1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,16,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,20_09_2021__15_29_46__895,s3://s3-violation-test-bucket,32,0,False,PSA-GAN-electricity-len16-20092021-152946-895,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_07_40___4705939,0.01816714182496071,0.012046407908201221,0.03116515651345253,0.012855136767029762,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len16-20092021-152946-895,,0.0,,
3500,5e-05,5e-05,"[1000, 2000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,32,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,20_09_2021__15_30_06__317,s3://s3-violation-test-bucket,32,0,False,PSA-GAN-electricity-len32-20092021-153006-317,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_07_59___2570812,0.02792779169976712,0.015364671126008034,0.07370929419994354,0.01425947807729244,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len32-20092021-153006-317,,0.0,,
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,64,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,20_09_2021__15_30_25__104,s3://s3-violation-test-bucket,32,0,False,PSA-GAN-electricity-len64-20092021-153025-104,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_08_17___4402159,0.03940336778759957,0.019457394257187843,0.22160348296165466,0.051572471857070916,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len64-20092021-153025-104,,0.0,,
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,128,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,20_09_2021__15_30_44__717,s3://s3-violation-test-bucket,32,0,False,PSA-GAN-electricity-len128-20092021-153044-717,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_08_37___3496553,0.050558626651763916,0.008183524943888187,0.5571943521499634,0.05493263527750969,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len128-20092021-153044-717,,0.0,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,20_09_2021__15_31_03__966,s3://s3-violation-test-bucket,32,0,False,PSA-GAN-electricity-len256-20092021-153103-966,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_08_59___2006179,0.0763813853263855,0.014430513605475426,1.3272204399108891,0.1825059354305268,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len256-20092021-153103-966,,0.0,,
65,5e-05,5e-05,"[10, 20, 30, 40, 50]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,64,10,256,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,20_09_2021__17_33_22__69,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len256-20092021-173322-69,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_09_16___1447914,2.4579765796661377,0.29805988073349,2.858817338943481,0.5449894666671753,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len256-20092021-173322-69,,0.0,,
65,5e-05,5e-05,"[10, 20, 30, 40, 50]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,64,10,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,20_09_2021__17_33_41__108,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-20092021-173341-108,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_09_32___296400,2.514209270477295,0.5308045744895935,20.112926483154297,5.920705795288086,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len256-20092021-173341-108,,0.0,,
65,5e-05,5e-05,"[10, 20, 30, 40, 50]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,64,10,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,20_09_2021__17_34_01__142,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-20092021-173401-142,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_09_51___1740346,0.6431077718734741,0.061122059822082526,19.57026672363281,1.3519258499145508,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len256-20092021-173401-142,,0.0,,
65,5e-05,5e-05,"[10, 20, 30, 40, 50]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,64,10,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,20_09_2021__17_34_20__395,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-20092021-173420-395,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_10_10___6260618,0.8498747944831848,0.21655674278736115,6.015935897827148,1.005428910255432,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len256-20092021-173420-395,,0.0,,
2500,5e-05,5e-05,[1000],1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,16,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,20_09_2021__18_12_58__572,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len16-20092021-181258-572,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_10_28___5833432,0.17432299256324768,0.05191529542207718,0.036568723618984215,0.016753248870372772,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len16-20092021-181258-572,,0.0,,
3500,5e-05,5e-05,"[1000, 2000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,32,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,20_09_2021__18_13_19__145,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len32-20092021-181319-145,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_10_46___4219555,0.7687901258468628,0.11018214374780656,0.2460076063871384,0.03669584542512894,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len32-20092021-181319-145,,0.0,,
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,64,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,20_09_2021__18_14_16__433,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len64-20092021-181416-433,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_11_05___3640893,1.2186386585235596,0.12511223554611206,0.3654813170433045,0.062036138027906425,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len64-20092021-181416-433,,0.0,,
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,128,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,20_09_2021__18_14_35__664,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len128-20092021-181435-664,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_11_26___2884288,0.967825412750244,0.1298547089099884,0.7572848200798035,0.07571572810411452,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len128-20092021-181435-664,,0.0,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,20_09_2021__18_14_53__769,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len256-20092021-181453-769,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_11_48___7215095,1.327585220336914,0.16251526772975922,1.712272047996521,0.2358190268278122,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len256-20092021-181453-769,,0.0,,
2500,5e-05,5e-05,[1000],1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,16,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,20_09_2021__18_15_35__441,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len16-20092021-181535-441,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_12_05___1145252,0.12274980545043945,0.07278098165988922,0.07369192689657211,0.03482317551970482,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len16-20092021-181535-441,,0.0,,
3500,5e-05,5e-05,"[1000, 2000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,32,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,20_09_2021__18_16_11__785,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len32-20092021-181611-785,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_12_22___8185252,0.17406538128852844,0.07497410476207733,0.2163154631853104,0.12821322679519653,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len32-20092021-181611-785,,0.0,,
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,64,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,20_09_2021__18_16_55__223,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len64-20092021-181655-223,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_12_39___3874817,0.8389266133308411,0.21538037061691284,1.3178365230560305,0.2897676229476929,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len64-20092021-181655-223,,0.0,,
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,128,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,20_09_2021__18_17_22__295,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len128-20092021-181722-295,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_12_58___1125783,0.174312561750412,0.04540978372097016,0.9074161648750304,0.22061951458454127,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len128-20092021-181722-295,,0.0,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,20_09_2021__18_18_18__951,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-20092021-181818-951,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_13_18___4143841,0.2648167014122009,0.12517350912094116,2.364112138748169,0.7373774647712708,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len256-20092021-181818-951,,0.0,,
2500,5e-05,5e-05,[1000],1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,16,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,20_09_2021__18_18_50__284,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len16-20092021-181850-284,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_13_40___4523988,0.02544119954109192,0.003390760160982609,0.074093297123909,0.01184786856174469,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len16-20092021-181850-284,,0.0,,
3500,5e-05,5e-05,"[1000, 2000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,32,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,20_09_2021__18_19_07__74,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len32-20092021-181907-74,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_14_02___5361850,0.03917595371603968,0.006524251773953439,0.3436705470085144,0.02451891079545021,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len32-20092021-181907-74,,0.0,,
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,64,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,20_09_2021__18_19_23__954,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len64-20092021-181923-954,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_14_24___6951126,0.007068753242492677,0.005165586713701487,0.2067281007766724,0.02409786358475685,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len64-20092021-181923-954,,0.0,,
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,128,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,20_09_2021__18_20_05__25,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len128-20092021-182005-25,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_14_47___6711816,0.012519663199782372,0.001341752940788865,0.7692991495132446,0.05326142907142639,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len128-20092021-182005-25,,0.0,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,20_09_2021__18_20_26__780,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-20092021-182026-780,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_15_13___7840700,0.00609271926805377,0.001162090920843184,2.0662426948547363,0.09835497289896013,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len256-20092021-182026-780,,0.0,,
2500,5e-05,5e-05,[1000],1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,16,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,20_09_2021__18_20_43__607,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len16-20092021-182043-607,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_15_34___2757598,0.02687508426606655,0.008161155506968498,0.03681635484099388,0.008336508646607399,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len16-20092021-182043-607,,0.0,,
3500,5e-05,5e-05,"[1000, 2000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,32,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,20_09_2021__18_21_00__925,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len32-20092021-182100-925,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_15_55___9658311,0.019446168094873432,0.0018888049526140094,0.07649350166320801,0.013973618857562542,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len32-20092021-182100-925,,0.0,,
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,64,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,20_09_2021__18_21_16__693,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len64-20092021-182116-693,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_16_16___6534767,0.056528888642787926,0.017420601099729538,0.2751855254173279,0.05740289017558098,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len64-20092021-182116-693,,0.0,,
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,128,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,20_09_2021__18_21_32__405,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len128-20092021-182132-405,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_16_39___9678891,0.0516117624938488,0.019158108159899708,0.6144660711288452,0.10339412838220596,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len128-20092021-182132-405,,0.0,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,20_09_2021__18_22_38__580,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-20092021-182238-580,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_17_04___1502566,0.07488410174846649,0.03437276929616928,1.5209500789642334,0.4388332962989807,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len256-20092021-182238-580,,0.0,,
2500,5e-05,5e-05,[1000],1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,16,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__00_33_04__807,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len16-21092021-003304-807,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_17_25___6978072,0.201768159866333,0.048508435487747185,0.045368343591690063,0.012535547837615013,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len16-21092021-003304-807,0.0,0.0,,
3500,5e-05,5e-05,"[1000, 2000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,32,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__00_33_23__976,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len32-21092021-003323-976,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_17_46___9139667,0.3610588908195496,0.09762147068977356,0.10837820917367937,0.021652493625879288,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len32-21092021-003323-976,0.0,0.0,,
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,64,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__00_33_41__584,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len64-21092021-003341-584,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_18_07___7106579,0.28305622935295105,0.0495099201798439,0.20366494357585907,0.03148913383483887,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len64-21092021-003341-584,0.0,0.0,,
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,128,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__00_34_04__68,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len128-21092021-003404-68,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_18_30___8336432,0.6889771223068237,0.07957940548658371,0.9383468627929688,0.14328338205814362,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len128-21092021-003404-68,0.0,0.0,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__00_34_22__339,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len256-21092021-003422-339,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_18_54___3115489,2.0027194023132324,0.13642172515392306,2.5597310066223145,0.3351507782936096,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len256-21092021-003422-339,0.0,0.0,,
2500,5e-05,5e-05,[1000],1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,16,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__00_34_44__10,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len16-21092021-003444-10,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_19_13___2631535,0.08493803441524506,0.03586198762059212,0.05351781100034714,0.02669786289334297,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len16-21092021-003444-10,0.0,0.0,,
3500,5e-05,5e-05,"[1000, 2000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,32,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__00_35_01__823,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len32-21092021-003501-823,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_19_32___2453066,0.1098954901099205,0.02355293184518814,0.15481208264827728,0.06460608541965485,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len32-21092021-003501-823,0.0,0.0,,
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,64,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__00_35_25__884,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len64-21092021-003525-884,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_19_51___877957,0.18991835415363312,0.0808599665760994,0.469188392162323,0.1718529462814331,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len64-21092021-003525-884,0.0,0.0,,
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,128,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__00_35_43__980,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len128-21092021-003543-980,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_20_12___2250672,0.16410215198993686,0.07862115651369095,0.9978127479553224,0.5295311212539673,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len128-21092021-003543-980,0.0,0.0,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__00_36_01__517,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-21092021-003601-517,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,21_09_2021__18_20_35___7625852,0.2561481297016144,0.12144383788108826,2.2122812271118164,0.7726755738258362,10,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len256-21092021-003601-517,0.0,0.0,,
